,comment,vid,postdate,vrate,likeCount
845,هاني الخرنج لازم يمشي مش عايزينو,Vf6H7PSxjFg,2020-02-17T09:22:54.000Z,none,0
846,من يعتقد أن هذا الأداء ضعيفه أو غير جميل فالمشكلة فيه لانه مشوش ولا يملك أذن فنية,A_bI_gjJr_c,2020-02-17T09:22:40.000Z,none,0
847,دمار اقتصاد مصر بسبب الحرامية الفاسدين من القيادات العسكرية الخونة و اولهم السيسي و الفنانين الفاسدين المفسدين الذين افسدوا الشباب و كسبوا الملايين و اصبحوا قدوة سيئة للشباب و مجلس الشعب الفاسد الذي تخلى عند دوره في بحث مشاكل مصر .,mg_nFaZsKZM,2020-02-17T09:20:50.000Z,none,0
848,انا بغني راب توبيك ومش معايا جمهور كبير بس املي في ربنا كبير وفيكم خشو اسمعوني وبيكم هوصل لحلمي ♥️👍,Vf6H7PSxjFg,2020-02-17T09:19:20.000Z,none,0
849,الحلم مصطفى الخشاب امستردام هولندا تليفون محمول ٠٠٣١٠٦٢٤٩٣٧٥٧٨,U8RzXFGYPho,2020-02-17T09:16:03.000Z,none,0
850,والحلم مصطفي الخشاب. امستردام هولندا تليفوون. ٠٠٣١٠٦٢٤٩٣٧٥٧٨,U8RzXFGYPho,2020-02-17T09:14:29.000Z,none,0
851,"يديني يا عمر انت بقيت بتطلع ف لقاءات و فيديوهات اكتر مبتغني يحبيبي
مكنتش اغنيه يبابا😂😂",Vf6H7PSxjFg,2020-02-17T09:13:24.000Z,none,3
852,الحلم مصطفي الخشاب امستردام هولندا تليفون ٠٠٣١٠٦٢٤٩٣٧٥٧٨,U8RzXFGYPho,2020-02-17T09:12:05.000Z,none,0
853,https://www.youtube.com/channel/UCkp6baFmQhPpjyDvbeO6rZA,Vf6H7PSxjFg,2020-02-17T09:11:29.000Z,none,0
854,الحلم الحلم مصطفي الخشاب امستردام هولندا تليفون ٠٠٣٢١٠٦٢٤٩٣٧٥٧٨,U8RzXFGYPho,2020-02-17T09:09:44.000Z,none,0
855,صحفي منافق ههههه لاحول ولاقوه الا بالله العلي العظيم قال بسيط ومتواضع فهو عبد ضعيف لايملك لنفسه ضرا اونفعا رحم الله عمر الفاروق,lEyRA06WzXM,2020-02-17T09:07:49.000Z,none,0
856,صوتك حلو نفس الاغنيه عكس باقي الموجودين,hj2YJaZHOPw,2020-02-17T09:07:18.000Z,none,0
857,"والله معاك حق مليون في الميه 
وحضرتك راجل محترم",mg_nFaZsKZM,2020-02-17T09:06:32.000Z,none,6
858,هيا معملتش حاجه غلط هى بدافع على نفسها و شىرفها والقضية دى تعتبر دفاع عن النفس ولايجوز قتل النفس اللي في هذه الحالات مثلا كا الدفاع عن الشرف او المال او الجهاد. وغيرهم من اشياء وبس وده رائي 👍👍👍👍👍👍😊😊😊😊,CLDdmaGnt6I,2020-02-17T09:05:47.000Z,none,1
859,ايش اسم المسرحية؟,wrLAR4YYQ7s,2020-02-17T09:05:15.000Z,none,0
860,والله محترم وصوته حلو وكسره بخاطره واتظلم وملحقش يفرح بنجاحه لا حول ولا قوه الا بالله ربنا يهدى هانى شاكر عليكم,1SIZhuVo6LE,2020-02-17T09:00:25.000Z,none,1
861,اه التخلف ده هو في كده الكارثه الكبار اقصد الشباب والصغار صاروا متخلفين في هذا الزمن,MjpQjS-lXcI,2020-02-17T08:58:20.000Z,none,0
862,"سبحان الله كل التعليقات دلوقتي سيبوهم يغنوا
وأما الاغنيه انتشرت اوى قعدتوا تقولوا هى دى الأغانى بوظتوا الشباب
لا يصح الا الصحيح
مهرجانات ايه وزفت ايه",Vf6H7PSxjFg,2020-02-17T08:54:47.000Z,none,0
863,طيب و محمد رمضان محلو ايه من الاعراب كمان المفروض انو هو يتوقف,Vf6H7PSxjFg,2020-02-17T08:54:16.000Z,none,0
864,لسه عندنا في  شربين نفس الحادثه  لطفل ١١ سنه,wOWiHeIZai4,2020-02-17T08:52:55.000Z,none,1
865,"والله الفقر❤ عمره ما كان عيب 
العيب في قلة التربية والتعليم 
وعقوق الوالدين 
نسأل الله ان يطول في أعمار آبائنا وامهاتنا ويرزقنا برهم ورضاهم",GUsHh8kLXdQ,2020-02-17T08:44:41.000Z,none,0
866,"انا بصراحة مرة سمعت صوت الشاب ده عمر كمال. كتير يشبه صوت محمد فؤاد....... لما الفنان هاني يوقفه ليه ما وقف الأم المثالية بتاعته فيفي عبده... وصلت السبعينات في عمرها وهي ليسه بتشخلع 
عالم غريبه حقيقي 🤔🤔🤔🤔🤔🤔",Vf6H7PSxjFg,2020-02-17T08:42:51.000Z,none,0
867,ملعون أبو الي ربط الجحش وسابك داشر,vOh7FtzLj-M,2020-02-17T08:42:34.000Z,none,0
868,https://youtu.be/xtbI7PHXqvU,mg_nFaZsKZM,2020-02-17T08:41:36.000Z,none,1
869,معلش يا شكوكش عشان انت خدت مبلغ حلو عاوزين يقسموك فيهم,Vf6H7PSxjFg,2020-02-17T08:39:42.000Z,none,0
870,خربتو البلد بالمهرجانات,Vf6H7PSxjFg,2020-02-17T08:39:41.000Z,none,1
871,عندنا اسرة كاملة ماتت بنفس السبب ، انطفاء شعلة سخان الغاز وتسرب الغاز للشقة كلها ومات الاب والام و4 اطفال  ، وقبلهم 2 عرسان برضو زي دول ماتوا بنفس الطريقة في الحمام ،  لية الناس بتستهون بالموضوع ، مفيش سخان غاز يتحط فى مكان بيتقفل بدون ما يكون فيه منافذ تهوية او شفاطات .. الله يرحمهم ويغفر لهم,wOWiHeIZai4,2020-02-17T08:38:27.000Z,none,0
872,والله رح انجن من تصرف هاني شاكر واضح جدا الغيرة لا ولما اتسأل في مداخلة عن محمد رمضان بيئلك لا ده بيتكلم مش بيغني ياسلام والله عذر أقبح من ذنب ولا استكترتو على الغلابة فرحتهم نقابة فاشلة بكل معنى الكلمة حسبي الله ونعم الوكيل,Vf6H7PSxjFg,2020-02-17T08:38:13.000Z,none,1
873,الفرق انو الكبتن رضا بيفهم كرة اوي زي ما لعيب حريف اوي وعبد الغني منافق,2IseSjtZeSk,2020-02-17T08:36:18.000Z,none,0
874,شوفوا حلمي بكر وهاني شاكر بقرشين ده في اغاني للسيد درويش فيها كلمات مش كويسة وانتم غيرتوا في كلمات الاغنية خلاص بقي الموضوع مش محتاج كل ده في مسلسلات في رمضان بتعرض علي الشاشة الفنان ماسك كاس الخمرة وسيجارة الحشيش عادي انتم ليه كدة بتيجوا علي الغلابة خالوا عندكم عدل في المعاملة,Vf6H7PSxjFg,2020-02-17T08:36:13.000Z,none,0
875,"مش بدافع عن مغنيين المهرجانات .... بس فعلا الي معاه واسطة وفلوس في البلد دي هيبقى مسيطر وفوق 
لما الاستاذ هاني شاكر يعترض على كلمتين بيقول بيجرحو احساس الشارع المصري وكلام من داه كتييير ....... علما انو كل 99 % من المصريين تعبانين بحياتهم المادية ومن البلد عامة 
وتيجي مصر ونقابتها وسياستها  وكلها  تسمح لنانسي عجرم تغني ... علما هيا مش بتقول الفاظ خارجه  لاقدر الله هههههه ..... لا  هيا متهمة باقل ما يسمى شهادة زور  وفبركه لقضية قتل هيا وجوزها ولغاية اللحظة دي القضيه غامضة ومش مفهومة  وقضية راي عام  
واخدانا لفين يا مصر  ..... عادي نانسي عجرم توقف في قلب الستاد  وهيا متهمة بجريمة قتل او خلينا نقول  شهادة زور  وتغني عادي  ....... واحنا بدل منحربها روحنا دعمناها ودخلناها البلد عادي جدا ااااااااااااااا
وجايين نحاسب شخص لسه بيفرح بينجاحو علشان كلمتين .....
يعني من الاخر احنا بنقول ل اولدنا  اقتلو عادي ميهمكمش  بس اوعى تقولو كلمتين خمور وحشيش عشان داه غلط عيب حرام هههه  مع انو اكتر من نصف الشارع المصري بيتعامل عادي مع الحجات دي  والدولة عارفة 
بجد داه ظلم .... الموقف الصح كانت نانسي اصلا متدخل البلاد لغاية انتهاء القضية 
كده فعلا بنبقى بنفهم اولدنا الصح من الغلط 
كفياكم لو سمحتو 
ظلم وافتراه وخلاص  
يا اما تعملو كل حاجه صح  مش على ناس وناس",Vf6H7PSxjFg,2020-02-17T08:36:07.000Z,none,1
876,طيب بدل م توقفو الشعبي علشان كلمه وتقطعو عيشهم وقفو سما المصرى وفيفي الي بترقص عريانه هاني شاكر شخصيه عنيده ويحب نفسه وطماع وبخيل صدق محرم فؤاد لم قال عنه ده يغني فى برامج الاطفال فقط,Vf6H7PSxjFg,2020-02-17T08:26:29.000Z,none,0
877,هو انت يا استاذ عمرو اديب مش كنت بترقص علي الهوا من كام يوم علي اغنية الاستاذ شاكوش ؟!!,mg_nFaZsKZM,2020-02-17T08:22:57.000Z,none,4
878,"وقفه مع حسن شاكوش یاریت الكل یدعم 

https://youtu.be/z84OHxmNxtI",GcNr7hUZTm8,2020-02-17T08:21:57.000Z,none,0
879,يا خسارة ..بعد ام كلثوم..عبدالحليم حافظ..نجاة الصغيرة..محمد عبدالوهاب .. وردة .. الستةشادية و كثير من عمالقة الفن ممن تخرجوا  من مصر ..اصبحت مصر تحتفل بأشباه الفنانين ..و أصبح الجمهور يركض وراء الفن الرخيص...أرجوكم يا  أشقائنا ب مصر أوقفوا هذه المهازل,vOh7FtzLj-M,2020-02-17T08:19:24.000Z,none,0
880,يا. سلام. يا. استاذ. اشرف. لو. تعمل. مسلسل. وتجيب. ابطال. مسرح. مصر. بجد. هينجح. اوي,nlsvlC4C_2Q,2020-02-17T08:10:22.000Z,none,0
881,هو خسران أصالة كنز ناذر,W4NBwaTByBY,2020-02-17T08:08:51.000Z,none,0
882,هي غبية ولا إيه عزل في البيت إيه بس المصريين بيستخفو بعقول مواطنيهم عزل مشدد وهو فبيته ونتو تروحولو البيت تعالجوه إيه الإستحمار دا بأرواح وصحة الناس,EN9j_Ssnu_o,2020-02-17T08:08:22.000Z,none,1
883,"انا بصراحه مش قادره افهم مين في ٢٠٢٠ من حقه يمنع حد انه  يقول رأيه ؟؟؟؟؟ . ولو منعتهم هما انهم يغنو حتمنعنا احنا كمان اننا نسمع الاغاني ال احنا عايزنها ؟!!!!!!!!!!. .ايه كم العند والحقد والغيره من النجاح ده . الاغنيه دي  السبب ان الاغنيه المصريه تتسمع في العالم كله هو ده ردنا عليها ؟ العالم كله بيسمعها وبيكافأهم عليها و(نقابة الفاضيين) هي ال بتعاقبهم عليها !!!!!!!.
يااستاذ هاني شاكر  موسيقي المهرجانات هي موسيقي اختراع مصري يعني العالم كله لما يغنيها بعد كده هيكون نقل من المصريين وفجأه ظهر لنا من وباء الاصوات ال بتغني مهرجان صوتين لايقين علي بعض واصوات تشرف وتفرح ومكسره الدنيا ولكن ثقافتهم المتواضعه وتعلمهم المتواضع مخليهم مش مدركين المكان ال بقو فيه يبقي الواجب علي الاب الروحي انه يحقق المعادله الصعبه انه يقنن الاصوات دي ويرشدهم للطريق الصح بالحكمه والذكاء اننا نطورهم ونطور الكلمه ال طالعه منهم مش نجلدهم ونقفل بؤهم .وعلي فكره بقي انا مش من مستمعي المهرجان بس مش من حقك تمنع جمهور المهرجان من انه يسمع فنه المفضل . (يارب الماسيج توصل لنقابة الفاضين المتحدين 😏)
وعايزه اسأل نقابة الفاضين سؤال . اغنية ديسباسيتو ال عملت نجاح عااااااالي علي مستوي العالم وبقي كل العالم بيغنيها مع انها لغه مختلفه لو شوفنا الترجمه الحرفيه للاغنيه كانت كانت غير لائقه متكلمتش ليه وممنعتش الناس ليه تغنيها؟؟؟!!!",Vf6H7PSxjFg,2020-02-17T08:05:48.000Z,none,0
884,شوفوا سما المصري وطيزها المرابر دي هياجت كل شاب عربي جايي علا عمر كمال لوانتو فعلن خيفين علا سمعت مصر وشباب مصر,Vf6H7PSxjFg,2020-02-17T07:46:53.000Z,none,0
885,"📲*00212.679.620.248* *Whatapps*📲
الــيــكـــم رقــم الــدكــتــور👨‍⚕️ الــخــبــيــر الــلــي اقـتــرح عـلــي الـعــلاج الـفــعــال لــقــصــر الــقــضــيــب
نــقــص الإنــتــصــاب✅ الــقــذف الــســريــع ✅ الــبــرود الــجــنــســي ☑الــمــنــتــجــات مـتـوفـرة فــقــط بـالـسـعـوديـة🇸🇦 وقـطـر🇶🇦 والامـارات🇦🇪 والــعــراق🇮🇶 ولـبـنـان🇱🇧 والأردن🇯🇴 والــكــويــت🇰🇼 والـبـحـريـن🇧🇭 وســلــطــنــة عـمـان🇴🇲
لا تــتــردد فــي طــلــبــهــا📲*00212.679.620.248* *Whatapps*📲الدفع عند الاستلام🤝",1e2WLbtSG0g,2020-02-17T07:45:51.000Z,none,0
886,"مصر التي انجبت ام كلثوم عبد الوهاب  عبد الحليم  فريد الاطرش اسمهان   هدى سلطان   محمد فوزي  شادية وغيرهم كثير من الجيل القديم الى سميرة سعيد وانغام واصالة هذا الجيل من مختلف الدول العربية مصر هي الحاضنة والمنطلق للنجاح لكل هؤلاء المطربين والمطربات العرب وصل بها الامر الى هذا الانحطاط ليصبح المطرب بين قوسين شاكوش ورمضان اي طرب هذا  انها اهانة لكل عماقة الغناء العربي  
اني لاتأسف لما اسمع وارى 
اصبحت للتفاهة قيمة",vOh7FtzLj-M,2020-02-17T07:38:26.000Z,none,0
887,من اوساخ الفن وزبالته,Vf6H7PSxjFg,2020-02-17T07:37:53.000Z,none,2
888,"https://www.youtube.com/channel/UCLmcOHzdJeEDwjo2SxDtgeA
اشترك رجاءً",Vf6H7PSxjFg,2020-02-17T07:34:16.000Z,none,0
889,والله الواحد اقرف من محمد رمضان علم الاطفال و الشباب قلة الأدب والبلطجة  والكلام القظر وكل يوم يتطلع بعربيه وبيت جديد وفي ناس يتكل من الزبله علمت الناس الحقد والغير ه اراحمو من في الارض يرحمكم من في السماء,4fV_xqOrnG0,2020-02-17T07:32:59.000Z,none,2
890,وفين محمد رمضان وأفلامه التي كلها.بلطجة .مش لازم يتوقف.وعادل إمام اللي افلامه كلها تقبيل وهو فرحان بكدة.لازم الكل يتحاسب.فعلا دول بلطجية ودول بلطجية,Vf6H7PSxjFg,2020-02-17T07:28:25.000Z,none,8
891,خمور و حشيش  خمور و حشيش خمور و حشيش  خمور و حشيش خمور و حشيش  خمور و حشيش خمور و حشيش  خمور و حشيش خمور و حشيش  خمور و حشيش خمور و حشيش  خمور و حشيش خمور و حشيش  خمور و حشيش خمور و حشيش  خمور و حشيش خمور و حشيش  خمور و حشيش خمور و حشيش  خمور و حشيش,Vf6H7PSxjFg,2020-02-17T07:23:39.000Z,none,0
892,"📲*00212.679.620.248* *whatapps*📲
أقــدم لــكـــم رقــم الــدكــتــور👨‍⚕️ الإخــتــصــاصــي الــلــي سـاعـدنـــي فــي عــلاج مــشــكــلــتــي😄 لــصــغــر الــقــضــيــب
نــقــص الإنــتــصــاب✅ الــقــذف الــســريــع ✅ الــضــعــف الــجــنــســي ☑الـمـنـتـجـات مــتــوفــرة فـقـط بـالـسـعـوديـة🇸🇦 وقــطــر🇶🇦 والامـارات🇦🇪 والـعـراق🇮🇶 ولــبــنــان🇱🇧 والأردن🇯🇴 والــكــويــت🇰🇼 والـبـحـريـن🇧🇭 وسـلـطـنـة عــمــان🇴🇲
أطـــلـــبــــهـــــا الان📲*00212679620248* *Whatapps*📲الدفع عند الاستلام🤝",_hxZsksCXCo,2020-02-17T07:19:31.000Z,none,0
893,المشكلة عندنا دايما في عدم القدرة علي تقبل التغيير.. محمد رمضان بيقدم نوع من الفن زي جي زي وغيرهم من الفنانين الافارقة اللي بيقدموا شو حلو يجذب الجمهور ويتفاعل معاه ..ماتقارنوش عروض محمد رمضان مع غيره لانه مميز و الافريقين بيحبوه جدا وبيعتبروه مطرب عالمي ،ليه في مصر عايزين تكسروه ،طالما بيشرفنا في الخارج نكون جبنه ونسانده مش نهد فيه,mg_nFaZsKZM,2020-02-17T07:11:35.000Z,none,1
894,انت في الاول كان علي لسانك تقول الزمالك خذ ثار الاهلي من الترجي. لكن تراجعت وقولت سنه 93,8qAM0QgnmCs,2020-02-17T07:01:48.000Z,none,1
895,ممكن تبادل بصدق من كل اصداقائي,Vf6H7PSxjFg,2020-02-17T06:57:33.000Z,none,0
896,طالما شايف نفسك ملحن و فنان كدا زى ما بتقول يبقى تغنى أغانى نضيفة و تبعد عن شغل السرسجة وكلام المهرجانات المقرف دا,Vf6H7PSxjFg,2020-02-17T06:57:28.000Z,none,1
897,"زعلانين من خمور وحشيش. 
يا بيه الخمور في مصر مرخصه واللي بينتجها الحكومه. 
والحشيش50في الميه من الناس بتدخنه .
بلاش تمثيل بقا",Vf6H7PSxjFg,2020-02-17T06:57:10.000Z,none,1
898,كرار غريب هاني شاكر مش طبعي 😠😠,Vf6H7PSxjFg,2020-02-17T06:52:58.000Z,none,0
899,يا جدع ينعل الجهل دخل العلم ف الغني,6lEv6goiYNE,2020-02-17T06:51:18.000Z,none,0
900,تحت سلم اي يحج انت كمان كل الناس بتسماعهم وخليك ف نفسك وربي عيالك وملكش دعوه اللي بتزاع ع النت يتزاع قال حلم كبير قال وبيت صغير,mg_nFaZsKZM,2020-02-17T06:50:43.000Z,none,0
901,حسبنا الله ونعم الوكيل نظام فاشل انا نفسى الوزير يدخل تحدى لامتحان التابوت ويخش يحل فى الامتحان أقسم بالله انك مش هتنجح وتجيب اللون الابيض,M0BN2dlptew,2020-02-17T06:44:07.000Z,none,0
902,يا جماعة الخير انا رجل موسيقى واللي انا سمعته ده هو قمة الابتذال والجهل الشاكوش ده مش فاهم حتى الطبقة الموسيقيةاللي ممكن يهوهو فيها وللأسف قناة كبيرة مستضيف هذا الابتذال,vOh7FtzLj-M,2020-02-17T06:41:58.000Z,none,0
903,معنى كلام الوزير وعمرو أديب أن النظام القديم مكانش تعليم ههههههه يبقا الوزير وعمرو أديب شهادتهم مزورة لأنها من النظام القديم,M0BN2dlptew,2020-02-17T06:41:32.000Z,none,0
904,مش حيساعدوكم لان الغيرة اكبر من روح القانون 😅,Vf6H7PSxjFg,2020-02-17T06:41:19.000Z,none,0
905,ايه كم الحقد و الغيرة  و الغل اللي في عجوز النحس الحماااااار اللي طاع يقطع عيش الناس دي !!!!!؟؟؟ على اساس ان مصر بتقدم اغاني دينيك و افلام الرسالة و رقص التصوف !!!!!!!!!!!!!!!!!!؟ ده من يوم يومكم و افلامكم كلها قمار و شرب خمر و حشيش و عري و رقص ماجن و لقطات اباحية و بلطجة و عفن خربتوا اخلاق الامة العربية كلها من الستينات و السبعينات 😡 جاتكم صحية الظمير على ناس بين يوم و ليلة بقيو ترند في العالم كلو !!!!!!!!!!؟؟؟؟ يا ولاد الكلب !!!!! اصلا تستهلو انتو اللي حكمتوا عليكم واحد بلحة غبي و شحات و مجرم و طماع و حقود ، اشربوا دلوقت و مبروك عليكم 😡😡😡😡😡😡 دولة فاجرة بصحيح 😡😡,Vf6H7PSxjFg,2020-02-17T06:35:36.000Z,none,3
906,"طب حكيم بيقول ي جرسون حاتلي كأس كاس ايه بقي كاس العالم
كفايه حقد على الناس الغلابه عشان هبقي حاجه حلوه انتو عايزين تكونو ف الصورة بس",Vf6H7PSxjFg,2020-02-17T06:34:55.000Z,none,17
907,اصلا مين هاني شاكر العجوز التافه الحمار ده !!!!؟؟؟ دولة فلحى تتشطر على الغلاب !!!!!؟؟ و لاد الكلب مليو البلد من يوم مجبتوا بلحة الشحات الغبي 😡😡😡😡😡😡😡,Vf6H7PSxjFg,2020-02-17T06:26:23.000Z,none,0
908,"ԇԇالشيخ الروحاني ابو
محمود 00963955455366 لفك السحر وجلب الحبيب 
حل مشاكل العديد من الاشخاص
شابات و شباب و ساعدناهم في ايجاد الحبيب و شريك حياتهم كما قمنا بمساعدة الكثيرين
في استرجاع أزواجهم وعملنا على استقرار الكثير من العائلات, فهناك الكثير من الاشخاص
لاهم لهم فقط تدمير العائلات و تنفير الاحبة عن بعضهم البعض و ابعاد المحبين و خلق
المشاكل بين الازواج و بفضل الله قمنا بمساعدة الكثيرين من تخطي المشاكل التي يعانون
منها في حياتهم بطرق نورانية  وروحانية . و
لقد وقفنا في طريق الدجلة و المشعوذين الذين يقومون بتدمير العلاقات بين الاحبة و الازواج
و نقوم باصلاح ما افسده الحساد و الحاقدين. علاج فيروس كورونا باذن الله  فلا تتردوا بالتصال بنا .للتواصل الشيخ ابو
محمود 00963955455366",zYqcOpSQ69s,2020-02-17T06:23:33.000Z,none,0
909,Rubbish,vOh7FtzLj-M,2020-02-17T06:19:43.000Z,none,0
910,يعني خمر وحشيش ازمه ولما العري والزفت والرقاصين الي بيجيبوهم ده عادي,Vf6H7PSxjFg,2020-02-17T06:18:29.000Z,none,4
911,يلا يابني روح شوفلك شغلانة تانية . شوية عيال ولا بتعرف تكتب ولا تقرا ، وسرسجية ويقولك اكل عيشي ، وانا تعبت ، تعبت ف ايه يابني انت ؟؟!!! يلا يابني مش ناقصة قرف ، وأغاني وسخة ،,Vf6H7PSxjFg,2020-02-17T06:11:47.000Z,none,0
912,مصر سارت تخنق الفنانيين,2IwwYHRCIwU,2020-02-17T06:10:57.000Z,none,0
913,سامجه اوى سارة دى,2IwwYHRCIwU,2020-02-17T06:04:14.000Z,none,1
914,اهو   هري   وخلاص  وبيجيب   فلوس    كسم   دي  بلد,d3UuUfGhEGA,2020-02-17T06:04:05.000Z,none,0
915,علي فكرة مصر عدت بمرحلة الابتذال دي قبل عصر أم كلثوم,-dRrXbdaQgg,2020-02-17T05:59:50.000Z,none,0
916,والله انتوا ناس فاضيه وهاني شاكر ده مزعلاه خمور وحشيش يعني هما دول اللي هينشروه الفساد ده علي اساس ان الحشيش والمخدرات وهما اللي هينشروها ولا ايه وبعدين في واحد زي محمد رمضان كفايه أغانيه الوسخه والاشكال الوسخه اللي بيبقوه معاه في الاغاني والمناظر الوسخه اللي بيعملها  ايه التخلف ده قرارك ظلم,Vf6H7PSxjFg,2020-02-17T05:57:10.000Z,none,3
917,بلاش اغاني مهرجنات ياعمر انت فنان جميل وممكن تعمل اغاني افراح وهتشتغل,Vf6H7PSxjFg,2020-02-17T05:49:53.000Z,none,0
918,"التحرش (الإيذاء) عقوبته رادعة جداً في القرآن الكريم .. رادعة بطريقة صادمة  .. تأملوا لسياق الآيات التي تتحدث عن المتحرشين  أي القائمين بفعل الإيذاء: 


 إِنَّ الَّذِينَ يُؤْذُونَ اللَّهَ وَرَسُولَهُ لَعَنَهُمُ اللَّهُ فِي الدُّنْيَا وَالْآخِرَةِ وَأَعَدَّ لَهُمْ عَذَابًا مُهِينًا (57) وَالَّذِينَ يُؤْذُونَ الْمُؤْمِنِينَ وَالْمُؤْمِنَاتِ بِغَيْرِ مَا اكْتَسَبُوا فَقَدِ احْتَمَلُوا بُهْتَانًا وَإِثْمًا مُبِينًا (58) يَا أَيُّهَا النَّبِيُّ قُلْ لِأَزْوَاجِكَ وَبَنَاتِكَ وَنِسَاءِ الْمُؤْمِنِينَ يُدْنِينَ عَلَيْهِنَّ مِنْ جَلَابِيبِهِنَّ ذَلِكَ أَدْنَى أَنْ يُعْرَفْنَ فَلَا يُؤْذَيْنَ وَكَانَ اللَّهُ غَفُورًا رَحِيمًا (59) لَئِنْ لَمْ يَنْتَهِ الْمُنَافِقُونَ وَالَّذِينَ فِي قُلُوبِهِمْ مَرَضٌ وَالْمُرْجِفُونَ فِي الْمَدِينَةِ لَنُغْرِيَنَّكَ بِهِمْ ثُمَّ لَا يُجَاوِرُونَكَ فِيهَا إِلَّا قَلِيلًا (60) مَلْعُونِينَ أَيْنَمَا ثُقِفُوا أُخِذُوا وَقُتِّلُوا تَقْتِيلًا (61)


ولاحظوا عبارة (الذين في قلوبهم مرض) هي نفس العبارة التي استخدمت في الآية (فلا تخضعن بالقول فيطمع الذي في قلبه مرض) أي أن من يؤذي النساء هو في قلبه مرض، وفي الآيات المذكورة أعلاه تم تهديد الذين في قلوبهم مرض وقد جاء ذكرهم في سياق الآيات التي تتحدث عن إيذاء النساء",nG4OZ_rjwt0,2020-02-17T05:49:23.000Z,none,0
919,بس يا سيدي الموضوع وما فيه هو الحقد والغيره من المطربين الي زي هاني شاكر وغيره الي اصلا مبحبهمش طول عمري هما غارو من عدد متابعينكم وجمهوركم الي بيزيد يوم عن يوم في الوطن العربي كله واليوتيوب نجاح مش زي ما هو قال لا اليوتيوب نجاح فعلا مش ليكم بس لكل شاب عاطل أو حد عايز يزود دخله طظ في حضرتك يا هاني يا شاكر انت وامثالك,Vf6H7PSxjFg,2020-02-17T05:47:55.000Z,none,3
920,"عن جد هدا مطرب 
ولك تفوووووو",vOh7FtzLj-M,2020-02-17T05:47:35.000Z,none,0
921,تيت تيت زمالك بيب بيب اهلي,8W4K0Y85EuA,2020-02-17T05:42:10.000Z,none,0
922,حقد وغيره ليس اكثر ....ديه ارزاق ...ويرزقك من حيث لا تحتسب,Vf6H7PSxjFg,2020-02-17T05:41:19.000Z,none,1
923,كلمات الأغنية ابكتنى  الغربة صعبة,DUbBPyPVOXU,2020-02-17T05:41:10.000Z,none,1
924,"📲*00212.679.620.248* *whatapps*📲
هـــــذا رقــم الــدكــتــور👨‍⚕️ الإخــتــصــاصــي الــلــي أعــطــانــي الــعــلاج الــطــبــيــعــي😄 لــقــصــر الــقــضــيــب
ضــعــف الإنــتــصــاب✅ ســرعــة الــقــذف ✅ الــبــرود الــجــنــســي ☑الــمــنــتــجــات مــتــوفــرة فـقـط بــالــســعــوديــة🇸🇦 وقــطــر🇶🇦 والإمــارات🇦🇪 والــعــراق🇮🇶 ولــبــنــان🇱🇧 والأردن🇯🇴 والــكــويــت🇰🇼 والـبـحـريـن🇧🇭 وسـلـطـنـة عــمــان🇴🇲
أطـــلـــبــــهـــــا الان📲*00212.679.620.248* *whatapps*📲الدفع عند الاستلام🤝",_hxZsksCXCo,2020-02-17T05:40:40.000Z,none,0
925,متى تاريخ هذه المقابلة ؟ لأني أذكر أن الشيخ مبروك عطية تعرض لإصابة في عينه بعد خطأ طبي.. وما أراه أنه سليم الآن .. أتمنى أن يكون قد شفي من الإصابة الحمدلله,nG4OZ_rjwt0,2020-02-17T05:37:38.000Z,none,0
926,اخواتى في الله قناتى من قلب الريف المصرى ممكن تشرفونى https://www.youtube.com/channel/UCAcThG7gIVVhjMytthE87aw,Vf6H7PSxjFg,2020-02-17T05:36:19.000Z,none,0
927,Dans le monde entier les Ya plusieurs variétés de la musique et puis kilmit khomor wa hachich elle n'est pas aussi terrible que ça. Rien que dans les feuilleton on voit pire que ça.,Vf6H7PSxjFg,2020-02-17T05:35:06.000Z,none,0
928,"الناس اللي بتقول مايغنوا وهما كده اتظلموا هو ده غنا؟؟
ولا دي كلمات تتقال ؟؟
ولا ده يعتبر فن اصلا بنسمع حاجات زي الزفت ومفيش رقابه علي حاجه 
وجايه الناس تعترض لما بدأوا يعملوا خطوة صح
انا مع القرار ده ودي احسن حاجه اتعملت ياريت الاستاذ هاني يستمر علي موقفه
بلا مهزله وقلة ادب",Vf6H7PSxjFg,2020-02-17T05:32:27.000Z,none,3
929,والله اجمل صوط عمروشاكوش هاني شاكرروح اشطر علي غيرهم محمد رمضان وسما لي عاوزه تتولع فميدان عام,Vf6H7PSxjFg,2020-02-17T05:27:32.000Z,none,3
930,في كاس القارات فازت السعوديه ٥ علي مصر .. عادي,sHFh4PPsiuA,2020-02-17T05:24:06.000Z,none,0
931,علي فكره هو هاني شاكر افتكر دلوقتي خمور وحشيش والافلام والالفاظ وفيفي عبده وسما المصري هو شخص واحد صح يقف بيوت كامله عن الشغل هو وكمان وراء ناس كتير بجد حرام,Vf6H7PSxjFg,2020-02-17T05:19:36.000Z,none,0
932,.,vOh7FtzLj-M,2020-02-17T05:11:12.000Z,none,0
933,......,vOh7FtzLj-M,2020-02-17T05:10:53.000Z,none,0
934,مصر الصغرى.....انتهى,vOh7FtzLj-M,2020-02-17T05:09:40.000Z,none,0
